Hip Angle,Thigh Acc X,Thigh Acc Y,Thigh Acc Z,Thigh Gyro X,Thigh Gyro Y,Thigh Gyro Z,Trunk Acc X,Trunk Acc Y,Trunk Acc Z,Trunk Gyro X,Trunk Gyro Y,Trunk Gyro Z,Gait Percent,Speed
26.039189999999998,1.0785799999999999,0.04887,1.71154,-1.9997599999999998,0.4585,-0.88721,0.53522,0.0128,-0.24085,-1.21338,-0.21289,-0.00122,49.55,1.2
26.47867,1.1355899999999999,-0.18035,2.7459,-0.36987,0.24805,-1.1384299999999998,0.63179,0.02094,-0.24318,-1.1613799999999999,-0.27588,0.19385,50.45,1.2
26.390774,-0.33975,-0.18151,-0.00349,-0.8877,0.044430000000000004,-0.5161100000000001,0.6736800000000001,0.08494,-0.36418,-1.29565,-0.2356,0.12622,51.35,1.2
26.390774,-0.33975,-0.18151,-0.00349,-0.8877,0.044430000000000004,-0.5161100000000001,0.6736800000000001,0.08494,-0.36418,-1.29565,-0.2356,0.12622,52.25,1.2
25.48984,1.09022,0.80515,2.21418,1.31689,-0.71216,-1.7365700000000002,0.65855,0.026760000000000003,-0.46192,-1.51929,-0.17969000000000002,0.00952,53.15,1.2
25.48984,1.09022,0.80515,2.21418,1.31689,-0.71216,-1.7365700000000002,0.65855,0.026760000000000003,-0.46192,-1.51929,-0.17969000000000002,0.00952,54.05,1.2
24.610879999999998,-0.16522,-0.20245,-1.63242,-1.9997599999999998,0.6389199999999999,-1.8418,0.66088,-0.08843,-0.4689,-1.4406700000000001,-0.06763,-0.15186,54.95,1.2
24.610879999999998,-0.16522,-0.20245,-1.63242,-1.9997599999999998,0.6389199999999999,-1.8418,0.66088,-0.08843,-0.4689,-1.4406700000000001,-0.06763,-0.15186,55.86,1.2
24.127451999999998,0.13147999999999999,-0.32695,-0.058179999999999996,-1.72095,-0.38452,-1.16455,0.6155,-0.19663,-0.47123000000000004,-1.42212,-0.07471,-0.0647,56.76,1.2
23.731920000000002,0.7621,0.62946,1.99194,0.66382,-0.3335,-1.30786,0.57012,-0.21641,-0.36884,-1.27661,-0.0459,0.20093,57.66,1.2
23.556128,-0.10355,0.7016,1.6382299999999999,0.74243,0.073,-0.96094,0.74465,-0.23968000000000003,-0.27808,-1.30225,0.07959,-0.2793,58.56,1.2
23.204544,-0.29553,0.72022,1.66267,0.62695,0.06421,-0.81543,0.8005,-0.31531,-0.23619,-0.9638700000000001,0.04297,0.17260999999999999,59.46,1.2
23.204544,-0.29553,0.72022,1.66267,0.62695,0.06421,-0.81543,0.8005,-0.31531,-0.23619,-0.9638700000000001,0.04297,0.17260999999999999,60.36,1.2
21.512546,0.67251,1.34386,0.8517,0.79297,0.013919999999999998,-1.0849600000000001,0.75163,-0.0384,-0.04654,-1.07324,0.14502,0.0874,61.26,1.2
20.76543,0.40025,1.13676,0.16871,0.66968,-0.59058,-0.7522,0.70975,0.05934,-0.0605,-0.98779,0.22411999999999999,0.07007000000000001,62.16,1.2
20.76543,0.40025,1.13676,0.16871,0.66968,-0.59058,-0.7522,0.70975,0.05934,-0.0605,-0.98779,0.22411999999999999,0.07007000000000001,63.06,1.2
19.55686,0.09774,0.5142800000000001,-0.7074199999999999,-0.55615,-0.11035,-1.38525,0.67019,-0.12566,-0.06748,-1.0847200000000001,0.27783,0.14770999999999998,63.96,1.2
19.55686,0.09774,0.5142800000000001,-0.7074199999999999,-0.55615,-0.11035,-1.38525,0.67019,-0.12566,-0.06748,-1.0847200000000001,0.27783,0.14770999999999998,64.86,1.2
18.502108,0.0256,1.2438,0.18035,-0.53589,-0.12842,-1.1535600000000001,0.6655300000000001,-0.05119,-0.026760000000000003,-1.11816,0.03613,0.08276,65.77,1.2
18.502108,0.0256,1.2438,0.18035,-0.53589,-0.12842,-1.1535600000000001,0.6655300000000001,-0.05119,-0.026760000000000003,-1.11816,0.03613,0.08276,66.67,1.2
16.898006,0.8528600000000001,1.6743,1.7894900000000002,0.007809999999999999,-0.03394,-0.91943,0.48983999999999994,0.18616,0.18267,-1.15479,-0.12622,-0.027339999999999996,67.57,1.2
16.062994,1.09487,2.7191400000000003,3.44751,1.40479,-0.53247,-1.2207,0.49799,0.19663,0.26411999999999997,-1.12646,-0.1521,-0.049319999999999996,68.47,1.2
15.359826000000002,0.35138,2.5457799999999997,0.43748000000000004,1.18921,-0.58545,-0.9013700000000001,0.50148,0.18616,0.2327,-0.89404,-0.16333,0.04761,69.37,1.2
14.810476000000001,0.64575,0.9983,-1.41135,-0.9213899999999999,0.01587,-0.8064,0.57827,0.22805,0.0477,-0.948,-0.01245,-0.11304000000000002,70.27,1.2
14.810476000000001,0.64575,0.9983,-1.41135,-0.9213899999999999,0.01587,-0.8064,0.57827,0.22805,0.0477,-0.948,-0.01245,-0.11304000000000002,71.17,1.2
13.689801999999998,0.31066,1.2182,0.43632,-0.7983399999999999,-0.19652999999999998,-0.7229,0.45261,0.28972,0.12682000000000002,-0.94019,-0.07349,-0.05225,72.07,1.2
13.096504,0.37116,1.69059,0.6736800000000001,0.09082,-0.15552,-1.18921,0.34789000000000003,0.29204,0.19082000000000002,-0.74561,-0.21020999999999998,0.04688,72.97,1.2
12.371362,0.46308,1.79531,0.74116,0.18115,-0.2439,-0.9653299999999999,0.29786,0.30717,0.07447000000000001,-0.99365,-0.09351,-0.03027,73.87,1.2
11.64622,0.33276999999999995,1.27871,-0.37,-0.01929,-0.3811,-0.8276399999999999,0.34091,0.32461999999999996,0.12915,-0.89697,-0.07324,-0.22949,74.77,1.2
11.64622,0.33276999999999995,1.27871,-0.37,-0.01929,-0.3811,-0.8276399999999999,0.34091,0.32461999999999996,0.12915,-0.89697,-0.07324,-0.22949,75.68,1.2
9.99817,0.25597,1.56144,-0.48053,0.27612,-0.1084,-0.99487,0.2583,0.25714000000000004,0.12566,-1.0222200000000001,-0.03735,-0.11035,76.58,1.2
9.11921,0.42585,1.61729,-0.47123000000000004,-0.11475,-0.73657,-0.9414100000000001,0.21758000000000002,0.24434,0.12333,-0.78809,-0.07128999999999999,-0.1499,77.48,1.2
8.328146,0.49333,1.49978,-0.56082,-0.31763,-0.42896000000000006,-0.8689,0.09541000000000001,0.15591,0.10123,-0.92505,-0.0957,-0.01709,78.38,1.2
7.449186,0.49217,1.27405,-0.7656,-0.52515,-0.43651999999999996,-0.88745,0.09774,0.14544,0.09774,-0.8198200000000001,-0.19482,-0.0022,79.28,1.2
6.570226,0.4177,1.2344899999999999,-0.59805,-0.3501,-0.09131,-0.94385,0.05119,0.1594,0.1338,-0.8244600000000001,-0.16016,-0.04517,80.18,1.2
5.71324,0.48983999999999994,1.6405599999999998,-0.23503000000000002,0.14257999999999998,-0.53979,-1.104,0.011640000000000001,0.14195,0.12915,-0.8608399999999999,-0.23046999999999998,-0.0144,81.08,1.2
4.768358,0.4433,1.55446,-0.5200899999999999,0.21899000000000002,0.20165999999999998,-0.9624,-0.018619999999999998,0.06398999999999999,0.18151,-0.9404299999999999,-0.12524000000000002,-0.0127,81.98,1.2
3.8674239999999998,0.44097,1.42415,-0.62365,0.23389000000000001,0.06982000000000001,-1.07739,-0.01396,0.11285999999999999,0.14311,-0.84106,-0.14038,-0.06323,82.88,1.2
3.010438,0.39792,1.46022,-0.65157,-0.035160000000000004,0.22095,-1.1618700000000002,-0.0128,0.11635,0.15009,-0.94873,-0.10889000000000001,-0.04297,83.78,1.2
2.131478,0.40374,1.4567299999999999,-0.555,-0.39502,-0.06763,-0.98975,-0.07097,0.07562999999999999,0.17104,-0.94385,-0.17676,-0.06274,84.68,1.2
1.31844,0.4084,1.37295,-0.54802,-0.29125999999999996,-0.20044,-1.1220700000000001,-0.09425,0.08494,0.20129,-0.90186,-0.16943,-0.0188,85.59,1.2
0.593298,0.36069,1.32641,-0.62132,0.03174,0.36304000000000003,-1.3571799999999998,-0.07796,0.0861,0.20478,-0.9179700000000001,-0.21996999999999997,-0.017580000000000002,86.49,1.2
0.0,0.30833,1.2670700000000001,-0.5899,0.16772,0.17798,-1.2634299999999998,-0.16405999999999998,0.04654,0.22921,-0.93335,-0.03247,-0.12427,87.39,1.2
0.0,0.30833,1.2670700000000001,-0.5899,0.16772,0.17798,-1.2634299999999998,-0.16405999999999998,0.04654,0.22921,-0.93335,-0.03247,-0.12427,88.29,1.2
-0.922908,0.33044,1.1344299999999998,-0.50729,-0.32739,-0.09155,-1.13086,-0.1978,-0.00698,0.20478,-0.95435,-0.17357999999999998,-0.14795,89.19,1.2
-1.384362,0.16522,1.0471700000000002,-0.40258,-0.30005,-0.07959,-0.99146,-0.28739000000000003,-0.06865,0.22921,-0.9204100000000001,-0.22632,-0.09253,90.09,1.2
-1.5381799999999999,0.30135,1.10534,-0.17453,-0.1499,0.15479,-1.13428,-0.31764000000000003,-0.09774,0.23038000000000003,-0.8728,-0.20142000000000002,-0.15552,90.99,1.2
-1.5381799999999999,0.30135,1.10534,-0.17453,-0.1499,0.15479,-1.13428,-0.31764000000000003,-0.09774,0.23038000000000003,-0.8728,-0.20142000000000002,-0.15552,91.89,1.2
-1.42831,-0.00233,0.5806,-0.9924799999999999,-0.63354,0.23853000000000002,-0.9751,-0.38629,-0.19547,0.09425,-0.99316,-0.16113,-0.26195999999999997,92.79,1.2
-1.42831,-0.00233,0.5806,-0.9924799999999999,-0.63354,0.23853000000000002,-0.9751,-0.38629,-0.19547,0.09425,-0.99316,-0.16113,-0.26195999999999997,93.69,1.2
-1.296466,0.28506,0.68299,0.64226,0.10985999999999999,-0.22607,-1.03149,-0.48402,-0.19547,0.10820999999999999,-0.80078,-0.2019,-0.25049,94.59,1.2
-1.296466,0.28506,0.68299,0.64226,0.10985999999999999,-0.22607,-1.03149,-0.48402,-0.19547,0.10820999999999999,-0.80078,-0.2019,-0.25049,95.5,1.2
-1.186596,0.48983999999999994,1.08207,0.5747800000000001,0.38013,-0.31836,-1.229,-0.62365,-0.29902,0.18616,-0.87036,-0.07422000000000001,-0.0603,96.4,1.2
-1.0987,-0.08027999999999999,0.24434,-1.05647,-0.42188000000000003,-0.1543,-1.08911,-0.73883,-0.39909,0.03374,-0.9050299999999999,0.0017100000000000001,-0.08252000000000001,97.3,1.2
-1.0987,-0.39792,-0.44214,-1.8744299999999998,-0.97339,0.27002,-1.08325,-0.77956,-0.40258,-0.04654,-0.9470200000000001,-0.20360999999999999,-0.28247,98.2,1.2
-1.230544,-0.06167,0.08726,-0.07562999999999999,-0.27881,0.31909,-1.1445299999999998,-0.83541,-0.35138,-0.14079,-1.0105,-0.03564,0.04272,99.1,1.2
-1.1426479999999999,-0.61201,-0.14079,-0.84704,-0.80811,0.17554,-1.03857,-0.7783899999999999,-0.21176,-0.19430999999999998,-1.05884,0.00366,0.01782,0.0,1.2
-0.944882,-1.05415,-0.6794899999999999,-1.21704,-0.97144,0.29468,-0.94458,-0.94245,-0.12333,-0.31182,-1.20679,-0.11255,0.0188,0.9,1.2
-0.65922,-0.73185,-0.81679,-0.58641,-0.67432,0.31494,-1.01416,-1.04251,-0.14079,-0.27459,-1.2395,-0.20044,0.17260999999999999,1.8,1.2
-0.28566199999999997,-0.3956,-0.69695,-0.12915,-0.21166999999999997,-0.01172,-1.36011,-0.98201,-0.06748,-0.16638,-1.38818,-0.24463000000000001,0.27124000000000004,2.7,1.2
0.48342799999999997,-0.6667,-1.11814,-0.9575799999999999,-0.03418,0.42163,-1.81592,-0.9831700000000001,-0.06748,-0.20594,-1.2634299999999998,-0.19165,0.6140100000000001,3.6,1.2
0.48342799999999997,-0.6667,-1.11814,-0.9575799999999999,-0.03418,0.42163,-1.81592,-0.9831700000000001,-0.06748,-0.20594,-1.2634299999999998,-0.19165,0.6140100000000001,4.5,1.2
2.922542,-2.30028,-2.30493,-2.01172,-1.67505,0.15381,-1.80542,-0.78072,0.10355,-0.35370999999999997,-1.32959,-0.05517999999999999,0.11914000000000001,5.41,1.2
4.482696,-1.25776,-2.01289,-0.22689,-1.83765,0.58301,-1.36548,-0.67251,0.16987,-0.47355,-1.48462,-0.19824,0.35913,6.31,1.2
4.482696,-1.25776,-2.01289,-0.22689,-1.83765,0.58301,-1.36548,-0.67251,0.16987,-0.47355,-1.48462,-0.19824,0.35913,7.21,1.2
7.932614,-2.23628,-2.8157200000000002,0.37931,-1.4257799999999998,-1.10132,-1.0568799999999998,-0.56314,0.4049,-0.36302,-1.6340299999999999,0.26025,0.04736,8.11,1.2
7.932614,-2.23628,-2.8157200000000002,0.37931,-1.4257799999999998,-1.10132,-1.0568799999999998,-0.56314,0.4049,-0.36302,-1.6340299999999999,0.26025,0.04736,9.01,1.2
9.976196,-1.47185,-2.95534,0.55267,-0.99121,-0.63037,-1.20776,-0.63644,0.48751000000000005,-0.32928,-1.0791,0.04517,0.11377000000000001,9.91,1.2
14.370996,-1.00295,-2.27933,0.8237700000000001,0.69727,-0.07324,-1.6543,-0.80748,0.28274,0.17918,-0.7380399999999999,-0.029539999999999997,0.27808,10.81,1.2
16.634318,-1.24264,-2.43175,0.97619,0.34985,-1.8933099999999998,-1.33179,-0.72487,0.32229,0.17569,-0.95215,-0.0415,0.17407,11.71,1.2
18.743822,-0.60154,-4.19099,-1.04833,-0.8718299999999999,-1.34033,-1.72363,-0.55616,0.30019,0.30251,-1.06104,0.0293,0.052,12.61,1.2
20.809378,-0.48635,-3.64879,-0.20362,0.84204,-0.82715,-1.62524,-0.57827,0.25714000000000004,0.43167,-0.79907,-0.19409,0.11963,13.51,1.2
22.677167999999998,-0.47821,-3.34977,-0.861,0.3606,-0.50146,-2.0,-0.50729,0.20013,0.34906,-1.3073700000000001,-0.1665,0.055420000000000004,14.41,1.2
22.677167999999998,-0.47821,-3.34977,-0.861,0.3606,-0.50146,-2.0,-0.50729,0.20013,0.34906,-1.3073700000000001,-0.1665,0.055420000000000004,15.32,1.2
25.59971,-0.57594,-3.25902,-0.64808,0.29834,-0.10449000000000001,-1.45679,-0.54918,0.04887,0.0989,-1.27197,0.03442,-0.17870999999999998,16.22,1.2
25.59971,-0.57594,-3.25902,-0.64808,0.29834,-0.10449000000000001,-1.45679,-0.54918,0.04887,0.0989,-1.27197,0.03442,-0.17870999999999998,17.12,1.2
27.885006,-0.37931,-2.30726,-1.58006,0.06787,-0.47192,-1.23071,-0.5340600000000001,-0.045380000000000004,0.04189,-1.21704,-0.0481,-0.09448,18.02,1.2
29.049628000000002,-0.43283,-2.46201,-1.6673200000000001,-0.31934,-0.25342,-0.9751,-0.5200899999999999,-0.1373,0.07679,-0.82837,-0.28906,0.13013,18.92,1.2
29.049628000000002,-0.43283,-2.46201,-1.6673200000000001,-0.31934,-0.25342,-0.9751,-0.5200899999999999,-0.1373,0.07679,-0.82837,-0.28906,0.13013,19.82,1.2
31.09321,-0.45145,-2.37358,-0.58292,-0.69995,0.23267,-1.01367,-0.42236,-0.20245,-0.08027999999999999,-0.9260299999999999,0.013669999999999998,0.21533000000000002,20.72,1.2
32.104014,0.32461999999999996,-1.8767599999999998,0.7016,-0.48413,-0.05151,-0.9423799999999999,-0.37233,-0.19896,-0.08145,-0.8654799999999999,-0.07471,0.12354000000000001,21.62,1.2
33.136792,0.058179999999999996,-2.06292,0.31066,-0.08472,0.015380000000000001,-1.06372,-0.4084,-0.27226,-0.053520000000000005,-0.90674,-0.03955,0.19555999999999998,22.52,1.2
33.136792,0.058179999999999996,-2.06292,0.31066,-0.08472,0.015380000000000001,-1.06372,-0.4084,-0.27226,-0.053520000000000005,-0.90674,-0.03955,0.19555999999999998,23.42,1.2
34.872738,-0.39211,-2.37823,-0.03723,-0.25781,0.26000999999999996,-0.6794399999999999,-0.24434,-0.35255,-0.10820999999999999,-0.87915,-0.03882,0.12671,24.32,1.2
35.597879999999996,0.18267,-1.9198099999999998,1.0041200000000001,0.70801,0.28809,-1.10181,-0.21641,-0.40141,-0.11984000000000002,-0.82324,-0.24854,-0.021730000000000003,25.23,1.2
35.597879999999996,0.18267,-1.9198099999999998,1.0041200000000001,0.70801,0.28809,-1.10181,-0.21641,-0.40141,-0.11984000000000002,-0.82324,-0.24854,-0.021730000000000003,26.13,1.2
36.938294,-0.12566,-1.21704,0.39443,0.33789,0.18042,-0.5454100000000001,-0.14195,-0.45958999999999994,-0.13264,-0.9074700000000001,-0.15796,0.14648,27.03,1.2
37.399747999999995,-0.27924,-1.5684200000000001,-0.29320999999999997,-0.05786,0.36011,-0.57739,-0.08726,-0.46657,-0.1373,-0.9023399999999999,-0.177,0.16675,27.93,1.2
37.839228000000006,-0.52358,-1.05298,0.45028,0.00757,0.16309,-0.54004,-0.03723,-0.40956,-0.08959,-0.93945,-0.09937,-0.08008,28.83,1.2
37.839228000000006,-0.52358,-1.05298,0.45028,0.00757,0.16309,-0.54004,-0.03723,-0.40956,-0.08959,-0.93945,-0.09937,-0.08008,29.73,1.2
38.146864,0.029089999999999998,-0.42236,1.38575,0.7346199999999999,-0.55786,-0.44603999999999994,-0.01745,-0.41653999999999997,-0.09541000000000001,-0.823,-0.17040999999999998,0.18945,30.63,1.2
38.4545,-0.17802,-0.61085,0.09657,0.08642999999999999,-0.39916999999999997,-0.47095,-0.008140000000000001,-0.40025,-0.06167,-0.76294,-0.11719,0.18700999999999998,31.53,1.2
